folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
7104,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de ciclovías,El tiempo de duración de viaje,3,Rentada,No quiso responder,2,0,0,,Otro parentesco,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,33,Mujeres,0.034612505996824514,0.3848651306714073,0.46649909899185227,0.10999384340857,0.004029420931346887,0.015874230321627828,0.6367450517123845,0.34738071796598763,0.17924833135622886,0.5402883006623,0.24754309763203483,0.032920270349436266,25.53996050242491,31.608774985498645,17.073082455797426
7105,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,2,Propia,"$15,001 y $25,000",1,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,39,Hombres,0.20466011640605353,0.355301658897821,0.418293287825917,0.015222719092348043,0.0065222177778606165,0.014361184167917559,0.6983243314780593,0.28731448435402324,0.26485480445718257,0.5325577217261421,0.16269061748007463,0.03989685633660058,19.394717168768253,30.263564720112516,15.821036205568744
7106,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Congestionamiento,Conducción del/ de la chofer,3,Rentada,No quiso responder,0,0,2,,Hijo,Sí,No,19,,0.0286921801189997,0.233413459900011,0.3521430006087956,0.0839938639549497,0.1814045447503824,0.1136583351383405,0.0066946155285206,,23.010787742168965,32,0,,23.010787742168965,62,Hombres,0.03850945007766028,0.3914935767681654,0.39775291041144495,0.16298478413829318,0.00925927860443652,0.04504492750381354,0.7991975291755175,0.15575754332066916,0.10433007153333568,0.6271570284674096,0.23997060827250186,0.02854229172675276,26.26485993950939,26.501345236283868,17.541800961541373
7107,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,5,Hipotecada,No quiso responder,1,1,0,,Otro parentesco,No,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22,,59.0,57,Mujeres,0.025770030678281913,0.15619289669462477,0.39690752967685367,0.27617789801906173,0.1449516449311782,0.03185943821127921,0.6974018657440529,0.2707386960446678,0.07787005763336964,0.40076642576020005,0.43755556040955046,0.08380795619687986,36.19326052008054,29.46236349195666,20.218411321359525
7108,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,,,3,Rentada,"Más de $25,001",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"Más de $25,001",18.0,33,Hombres,0.03395332417515527,0.25146188165649225,0.5726371393578239,0.13270014713723507,0.009247507673293553,0.024761837632280653,0.8032996887501743,0.17193847361754502,0.2273579894746312,0.5993626729238078,0.14705608632021527,0.02622325128134571,28.191984281323645,27.360300790028802,15.777156795266205
7109,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Vialidades insuficientes,La distancia a las paradas,2,Rentada,No quiso responder,1,1,0,,Jefe del hogar,Sí,No,19,,0.0075026903918385,0.0534768296184437,0.2512984876913508,0.0780268875909381,0.262858345044525,0.3293459102221917,0.017490849440712,,34.92154254061078,32,22,,34.92154254061078,38,Hombres,0.015742965468248132,0.2589771446673719,0.7188833022243973,0.005129560328610011,0.001267027311372967,0.021191032831620812,0.8069741170445404,0.1718348501238389,0.3829883965823231,0.5084776800737386,0.08961522267106065,0.018918700672877695,26.483287980076707,27.443616764889395,13.955713819475944
7110,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,69,Hombres,0.051574498535069124,0.2771611617930394,0.43095448547313914,0.18557452318191972,0.05473533101683283,0.004570647789475137,0.23000498304588352,0.7654243691646414,0.02016351737438717,0.18773289210415844,0.6522758223037107,0.13982776821774368,29.392289734958016,41.49506494383935,23.294142730918487
7111,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Falta de cruces peatonales,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,1,0,0,,Hijo,Sí,No,19,,0.0046879915877772,0.0282493806732333,0.1119448994023034,0.0379880363026335,0.1085462746224423,0.6877768771628807,0.0208065402487292,,48.47761730016549,32,22,,48.47761730016549,51,Mujeres,0.08519924706381778,0.48566145228228846,0.29039907431733186,0.13432588585425623,0.00441434048230676,0.026224439791343142,0.5593803191338437,0.4143952410748131,0.07128387169366468,0.4693128960892491,0.4231656772407979,0.036237554976288354,22.73555860678811,32.90170398972846,19.39485532399768
7112,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,2,Propia,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,19,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22,"$15,001 y $25,000",23.0,63,Hombres,0.2565298699526346,0.43087272336729243,0.3066798040578964,0.0046822522720204795,0.0012353503501560845,0.03247609709958781,0.6659678015276798,0.3015561013727324,0.22321953334152667,0.5301264165979269,0.19623645794202835,0.05041759211851811,16.26090475217664,30.156364001182737,16.590816870700305
7113,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,1,Propia,"Más de $25,001",1,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"Más de $25,001",59.0,71,Hombres,0.39684715436785784,0.501578298761149,0.04205343944243381,0.031211191500965657,0.02830991592759345,0.0015749400013649515,0.2883456302278093,0.7100794297708256,0.26665019685037317,0.23561301078209018,0.3329299358095674,0.16480685655796912,11.989950784760303,40.29402832469623,19.167147616601056
7114,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,3,1,2,En la cochera de la casa,Cónyuge,Sí,No,19,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,43,,85.0,65,Hombres,0.03572896014912978,0.17373360920831452,0.4056564558321917,0.24821296729905754,0.1366680075113065,0.003121735580931079,0.0665235738464441,0.9303546905726249,0.02545363568823961,0.10822463199220851,0.6464232489691569,0.219898483350395,34.935899222869004,45.32323622922803,24.486132639853658
7115,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,10 y +,Propia,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,19,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22,,85.0,48,Hombres,0.009307079986107109,0.12041955383981369,0.1993940080390684,0.21643012437772235,0.45444923375728863,0.05181380608605627,0.21677395762727986,0.7314122362866639,0.013961595901163162,0.057563677597211954,0.28032714588657714,0.6481475806150477,45.66469653737816,39.57895008852792,28.501285689724075
7116,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Insuficiente transporte público,La distancia a las paradas,3,Rentada,No quiso responder,1,0,0,En la cochera de la casa,Compañero,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,31,Hombres,0.007408881117008605,0.3549115040967634,0.5806562625873976,0.054138268721667576,0.00288508347716371,0.02165796556898329,0.7800152595122578,0.19832677491875894,0.2767005879061984,0.5520517769737799,0.14769194091278007,0.023555694207241594,25.990367154964467,28.04172464947586,15.344821931368518
7117,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$10,001 y $15,000",27.0,83,Mujeres,0.19751786672879862,0.3460953517027766,0.31764682905766684,0.1275083914642308,0.011231561046527698,0.05315167961137157,0.5900744696909817,0.3567738506976469,0.06435564393190302,0.39841224156616695,0.45513059573963305,0.08210151876229682,21.588993207522126,30.930158255372962,20.43982391465859
7118,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,,0.0043970534105328,0.0325604523193862,0.0950044192783293,0.0440102922409273,0.0948401015671321,0.7077882566306795,0.0213994245530126,,49.21962221459324,32,22,,49.21962221459324,56,Mujeres,0.040278458952663576,0.46274803629452227,0.31152570906690974,0.1815742767981463,0.0038735188877585766,0.01257708086804047,0.6307956670527659,0.3566272520791936,0.06992435597029005,0.5164521129765312,0.37911693018936543,0.03450660086381343,25.187218910360038,31.90057685698848,19.02564620757362
7119,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Insuficiente transporte público,Falta de información de rutas,1,Propia,No sabe,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,59,Hombres,0.3450455212484518,0.6481430780067228,0.0023191661497085664,0.0016885522595862326,0.0028036823355305613,0.014551081245607084,0.5218331341030692,0.46361578465132375,0.31508159988827206,0.29645385354284626,0.2818288563531138,0.10663569021576795,10.042738347150138,34.313937097085876,17.440149095171023
7120,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Hijo,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,27,Mujeres,0.06936226648566621,0.3114539111098361,0.4803570936194075,0.10728867594829741,0.03153805283679254,0.03518310860279746,0.5436365639154024,0.42118032748180023,0.10224478874958547,0.4461587958909165,0.33265101814428727,0.11894539721521072,26.421978885515202,32.84275292561427,19.746376190600984
7121,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Vialidades insuficientes,Falta de información de rutas,3,Propia,No quiso responder,1,0,1,"En la calle, afuera de la casa",Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,38,Mujeres,0.103267664980764,0.5127276518488454,0.2720964414767969,0.1038090741311433,0.008099167562450622,0.08378181892151654,0.7033452081315054,0.21287297294697818,0.1418029545795565,0.5880006474848303,0.22174154871293292,0.04845484922268031,21.395171094855467,26.885314723664102,17.414786340629895
7122,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Vialidades insuficientes,El tiempo de duración de viaje,2,Propia,No quiso responder,1,0,0,En la cochera de la casa,Hijo,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,43,Mujeres,0.09782962170878767,0.5768343036402308,0.3221656775579068,0.002264875154444456,0.0009055219386301226,0.02714873279388279,0.5895887000829911,0.383262567123126,0.2343211547408334,0.49399866056832903,0.20775843069640698,0.06392175399443069,18.799071654259457,32.163469456778714,16.81024627155548
7123,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Insuficiente transporte público,Falta de cubiertas para espera en las paradas,1,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0,"$10,001 y $15,000",27.0,82,Hombres,0.6133266367145135,0.37572784623410443,0.007126390731218046,0.002309580877226894,0.0015095454429371099,0.12101414890875258,0.6921309741260785,0.18685487696516898,0.5910111363804037,0.25739422328600126,0.11252848737826635,0.03906615295532886,6.055158798550927,25.393322596388824,12.797197255268165
7124,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Rentada,"Más de $25,001",4 o más,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,"Más de $25,001",27.0,59,Mujeres,0.02844810882373585,0.2886979273299382,0.3867550991467005,0.274850070521363,0.02124879417826322,0.009169257158153844,0.42425205379904024,0.5665786890428058,0.08341139741834826,0.2561259114807856,0.5712094706263479,0.0892532204745183,30.25915667235354,36.81124767618884,21.330436113256294
7125,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$10,001 y $15,000",27.0,40,Hombres,0.010980746036363797,0.4363409238119269,0.4208595380993259,0.07810170044921572,0.053717091603167344,0.15700751408786245,0.6855069960710788,0.15748548984105873,0.08800048106186144,0.5036226490915604,0.33961525223949723,0.0687616176070809,26.46118034671514,23.85398592823565,19.11310405113438
7126,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,74,Hombres,0.07145829401571925,0.48013372485736977,0.3537369890093524,0.0910675100256253,0.0036034820919330734,0.0030063893183850565,0.3198657762656613,0.6771278344159536,0.04255242254248108,0.3321194431225704,0.5776761411593933,0.04765199317555522,22.57677040093715,39.501786847925686,21.04342163974418
7127,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Rentada,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$3,001 y $7,000",18.0,58,Hombres,0.13228521449954897,0.4978624614152418,0.36166142697170867,0.007459247870732964,0.0007316492427678369,0.1613206978628475,0.7765127474785455,0.0621665546586071,0.4864304834815344,0.4379409460539058,0.06325088619781315,0.012377684266746786,19.06719716321415,21.558134008439623,12.812606169998181
7128,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Congestionamiento,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,19,,0.0858139836686074,0.3772106084095941,0.2436789302810017,0.0696956075337233,0.1510146880608356,0.0662783661241974,0.0063078159220403,,18.66252094318284,32,0,"$7,001 y $10,000",18.66252094318284,83,Hombres,0.2767381828711361,0.4395755535863373,0.2226624366002213,0.05822284546846027,0.0028009814738451885,0.18631946105348693,0.6073087078684615,0.20637183107805168,0.12034332038795711,0.534533844999989,0.2842886706363346,0.06083416397571925,16.34527959985565,24.274885049511504,18.284909425598528
7129,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,4,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$15,001 y $25,000",59.0,50,Hombres,0.05654310012771451,0.3863922375081016,0.43858004383639676,0.09787099875569696,0.020613619772089854,0.011183370613611745,0.5311204139357176,0.45769621545067046,0.040920084297727165,0.34969324950461,0.5355982223400516,0.07378844385761119,25.151361670409365,34.25861206063873,21.138040206060374
7130,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Insuficiente transporte público,Conducción del/ de la chofer,4,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,,0.0302187138273383,0.0735392271881439,0.0921489299479972,0.0426875019868172,0.0619269698050702,0.6787224220185016,0.0207562352261313,,46.930355861879995,32,22,,46.930355861879995,72,Mujeres,0.060630148800555866,0.3303394670319643,0.3731564645011714,0.19265719598460135,0.04321672368170711,0.006506379334878802,0.5858740401537158,0.40761958051140545,0.0536731853657657,0.3827565609956223,0.5161850310191078,0.04738522261950416,28.02139356489157,33.21909724772523,20.458258327138804
7131,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Congestionamiento,La falta de comodidad de las unidades del transporte,2,Rentada,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,69,Hombres,0.3389582630979974,0.3713098363305259,0.28406138000653564,0.004346048169274535,0.0013244723956663076,0.004602823601216087,0.5413229481356472,0.45407422826313665,0.275160964345272,0.4767531283105895,0.21422720640296272,0.03385870094117583,14.656261357082766,34.333239483622954,16.05426915152034
7132,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Rentada,"Más de $25,001",1,0,4 o más,En la cochera de la casa,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"Más de $25,001",59.0,53,Hombres,0.00887234253859555,0.2536272199376277,0.37542376153628243,0.25178697089102675,0.11028970509646795,0.0033089734882725055,0.6550327904401473,0.34165823607158,0.04308436799410552,0.3900615411717639,0.5230308504154166,0.043823240418713924,33.752417578560944,31.778724065927793,20.54074370606991
7133,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,1,0,0,,Hijo,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,56,Hombres,0.042658092958254866,0.4269793089827117,0.41099183293445757,0.1147013510270875,0.0046694140974889485,0.023388874741929307,0.5347105983812983,0.44190052687677245,0.0632406450611812,0.4614357136603267,0.43345201419506113,0.04187162708343081,24.706532862901714,33.602379124359466,19.631636986405933
7134,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de señalamientos,La distancia a las paradas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,19,,0.0054307784121143,0.0241192694226133,0.0695924188725345,0.0467557485022276,0.1052922389730594,0.7243107629707431,0.0244987828467075,,50.25297972842219,32,43,,50.25297972842219,40,Hombres,0.00756946666175577,0.27529476809351455,0.6098609507862853,0.07592769529265928,0.03134711916578535,0.024183266854850463,0.47274469830651433,0.5030720348386352,0.049435137221228144,0.3799725263368632,0.47605268626168123,0.09453965018022734,28.439959248352796,34.99025839677219,20.92557479520726
7135,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No sabe,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,85,Hombres,0.1978455294922331,0.44877758097541526,0.2947481394479186,0.051895804937936184,0.006732945146497219,0.02919352949811682,0.5713814492621734,0.39942502123970974,0.05108677074687732,0.4292918522553808,0.41998541938943396,0.09963595760830793,18.6667727185981,32.48613078055852,20.54536451087338
7136,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Falta de estacionamiento,La distancia a las paradas,6,Propia,No quiso responder,1,1,0,,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0071101652135663,0.0953996346543416,0.3282471143362884,0.072839949319834,0.327536527698337,0.1503256676255281,0.0185409411521042,59.0,27.921843509297258,32,22,,27.921843509297258,27,Hombres,0.005270390330775491,0.35141568134747536,0.381169595185573,0.14191081349331977,0.12023351964285717,0.13569136863702067,0.6138729794510751,0.25043565191190426,0.11000591480632005,0.4016662902118282,0.3025766586896568,0.1857511362921949,30.94963478987189,26.503427146685304,20.51258413174181
7137,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,,0.0068171203862952,0.0335736744565118,0.0737743541384789,0.0283107495979026,0.0688708599320173,0.7702142737974941,0.0184389676912999,,51.217863660243125,32,22,,51.217863660243125,61,Hombres,0.055001610275946654,0.43681718682741477,0.3828141140610867,0.12090964856582186,0.0044574402697304324,0.017228405171068464,0.5042077160752038,0.47856387875372774,0.06196078878497709,0.45508584766673676,0.43873263741718155,0.04422072613110469,24.25324302878627,34.59348748723009,19.721706407155313
7138,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Falta de ciclovías,Poca frecuencia de paso en la noche,4,Propia,"$15,001 y $25,000",0,0,2,,Nieto,Sí,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,"$15,001 y $25,000",18.0,80,Hombres,0.0606967861493011,0.2298335785767097,0.4236672945840946,0.19817159507164464,0.08763074561825052,0.09340976001904208,0.5954936170986082,0.31109662288234985,0.052113663324350225,0.39042542880536535,0.48188434342795605,0.07557656444232833,31.042558666766517,28.913388085837042,20.6473904719061
7139,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,El tiempo de duración de viaje,3,Propia,"$15,001 y $25,000",2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$15,001 y $25,000",59.0,34,Hombres,0.023309450751013084,0.3787500947923924,0.534319610536717,0.058185185867622405,0.005435658052255111,0.014070622349028214,0.6329215505662075,0.35300782708476425,0.16405120069056117,0.5342099384461744,0.24208119665827638,0.05965766420498811,25.253253039622304,31.7814850865729,17.578762595021534
7140,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,44,Mujeres,0.03459432546159537,0.47937345881741933,0.3759037923674128,0.10766131486719809,0.0024671084863747794,0.018719354232070187,0.7079733513685709,0.27330729439935897,0.10599570847292157,0.6113299668467742,0.25724220467558034,0.025432120004723942,23.946533547211057,29.836803269615572,17.616885889696853
7141,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,2,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,49,Hombres,0.05617669850376356,0.43760360974928997,0.5003931216123274,0.003697081622281369,0.00212948851233793,0.024072579614274444,0.5918739639972764,0.3840534563884491,0.25781829015527197,0.49424520499414415,0.21256210895893266,0.03537439589165135,22.376205470099055,32.25548758619175,16.203940884695708
7142,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,Poca frecuencia de paso en el día,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19,,0.0316359266902919,0.1080335847180504,0.1153008282707611,0.0576727198672786,0.1004758669855541,0.5553154436663628,0.0315656298017007,,42.749795015789594,32,22,,42.749795015789594,68,Mujeres,0.7592579980703772,0.23094684708714086,0.0048364405944365816,0.002846834461598883,0.0021118797864469736,0.009009715688157883,0.49633403485219835,0.49465624945964376,0.3083996418309005,0.28453261775058886,0.30819802986699585,0.09886971055151479,3.873911416941461,35.16086056105602,17.580302473113
7143,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de señalamientos,Falta de información de rutas,2,Propia,No sabe,1,1,0,"En la calle, afuera de la casa",Otro parentesco,Sí,No,19,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22,,23.0,61,Mujeres,0.1268247990555536,0.44150568873034696,0.42023926198815137,0.007837272572273233,0.0035929776536748805,0.03294594507846968,0.6006797858337649,0.36637426908776544,0.23040473632304678,0.4717618577682685,0.22600013795193638,0.07183326795674823,20.229688627786636,31.635905507135334,17.114095500339086
7144,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,6,Propia,"Más de $25,001",3,1,0,En la cochera de la casa,Hijo,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,"Más de $25,001",27.0,59,Hombres,0.019356397547063246,0.13985928949425894,0.19478994217021833,0.26903663428948704,0.3769577364989732,0.021011240998454556,0.28539032400919817,0.6935984349923473,0.01665485838023276,0.10484110080031395,0.4473610493596284,0.4311429914598247,43.50648465344442,39.44849422086108,26.34393739119236
7145,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Falta de cruces peatonales,Poca frecuencia de paso en el día,3,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,64,Mujeres,0.06807533220647266,0.4591706683141136,0.3536513427891766,0.11583523931655129,0.003267417373685441,0.07670080619446673,0.6394493267194299,0.2838498670861034,0.0572299798341956,0.5052565574243704,0.3646859804711948,0.07282748227023927,23.37848511953235,28.687727594313174,19.624887721419825
7146,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,Poca frecuencia de paso en la noche,4,Propia,No sabe,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,65,Hombres,0.054456993864112443,0.38238755373441646,0.3199564318086984,0.18910948724801016,0.05408953334476252,0.03560822104446752,0.5748619113728655,0.3895298675826671,0.044842380009009156,0.3569334294447973,0.4987224599345531,0.09950173061164057,27.652960639524878,32.10458964933413,21.223068329190603
7147,2023-03-03 00:00:00+00:00,Zapopan,141200157,65A,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,3,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"Más de $25,001",59.0,67,Hombres,0.07541093063256107,0.38386607636996184,0.4510992682615539,0.08414264120884826,0.005481083527074889,0.00200096731203518,0.27035638909469806,0.7276426435932668,0.02521004914496633,0.29369507315786636,0.5481876450792488,0.13290723261791862,23.946976052416183,40.68775758715629,22.310336489360957
