folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
12209,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Falta de información de rutas,4,Prestada,"$10,001 y $15,000",1,1,0,"En la calle, afuera de la casa",Cónyuge,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22,"$10,001 y $15,000",18.0,23,Hombres,0.008225123446295878,0.36829568865337814,0.5805753283331261,0.0366160058945595,0.006287853672640515,0.4359550346037052,0.5337114895996403,0.030333475796654453,0.5158879510067084,0.3738110796215664,0.09147172640710666,0.01882924296461841,25.59016585330839,14.234749112834129,12.905938090637079
12210,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Calles inundadas,Poca frecuencia de paso en el día,10 y +,Propia,"$15,001 y $25,000",1,2,0,"En la calle, pero no frente a mi casa",Jefe del hogar,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,"$15,001 y $25,000",11.0,86,Hombres,0.05330590977160375,0.18042741931667344,0.22578049926177404,0.1940303727511569,0.3464557988987923,0.18393303139625045,0.4436463203380991,0.3724206482656505,0.03285463608103426,0.11911648163741498,0.5801665696355585,0.26786231264599236,39.76480764624465,28.15128215659995,24.66429247077207
12211,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Pavimento deteriorado,Poca frecuencia de paso en el día,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"$1,501 y $3,000",0.0,89,Hombres,0.3403275917837637,0.46298727926701766,0.19232991489141632,0.003097911329136348,0.001257302728665839,0.7116294221101462,0.2520315011831792,0.03633907670667471,0.6242795582356392,0.287573888587553,0.0673173421539125,0.02082921102289541,13.126235938228058,7.756692633610012,11.877569647712514
12212,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,63,Mujeres,0.04515933018933689,0.3392165365016544,0.45305773956518286,0.1558434182111822,0.006722975532644006,0.006100036254947818,0.45089839428234807,0.5430015694627042,0.04568699113429271,0.36906962932040654,0.5385503936099001,0.0466929859354006,26.71193671925115,36.34263522752345,20.68999499477127
12213,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Falta de cruces peatonales,Falta de información de rutas,3,Rentada,"$3,001 y $7,000",0,0,0,,Cónyuge,No,Sí,59,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,"$3,001 y $7,000",18.0,26,Hombres,0.023811663959150763,0.7286159655103317,0.22891261148685924,0.017480955355793245,0.0011788036878649308,0.5447750709975164,0.4463536995413188,0.008871229461164849,0.7626104764666846,0.20740436023106817,0.023759053579411958,0.006226109722835332,18.901561410073857,11.1294365736664,10.188806372467184
12214,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,2,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,,0.0182145252886436,0.0553879684762331,0.0933898501821578,0.0355992293800228,0.0812163453752158,0.6966939215871696,0.019498159710557,,48.06419350642912,32,22,,48.06419350642912,65,Mujeres,0.19588653442306894,0.5319351773425105,0.26580448196453665,0.005248637105557252,0.0011251691643264087,0.012717482262425197,0.48367817218927883,0.5036043455482959,0.2341069872944676,0.46967128465507113,0.2554638867955437,0.04075784125491757,16.52903922691784,35.2776803733126,16.822980656087292
12215,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,1,0,1,,Jefe del hogar,Sí,No,3,,0.0187692903941761,0.0654056853758321,0.1049315044550481,0.0450037727233919,0.0786563553461273,0.665592539455151,0.0216408522502735,,46.876470255435635,32,22,,46.876470255435635,71,Hombres,0.10683485158923473,0.4557738714472637,0.3030447364812227,0.12494656272466181,0.009399977757617804,0.007253811446533583,0.6234079098481352,0.3693382787053312,0.0688979505977367,0.4884660153269144,0.4055398779169217,0.03709615615842707,22.55193543117599,32.320688935505814,19.28667391708831
12216,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Hijo,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,"$7,001 y $10,000",11.0,86,Mujeres,0.4432595720401964,0.4432850879469563,0.10808602125910118,0.0044189615575401745,0.0009503571962062391,0.07608355714863323,0.645128549600933,0.27878789325043374,0.2845772982319293,0.4660881916569569,0.1938693269904189,0.05546518312069509,10.26118699885191,28.586116173192778,16.16177915999904
12217,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Congestionamiento,La distancia a las paradas,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,45,Hombres,0.02285997246643827,0.3506440729435701,0.5382107706592174,0.08604232875450141,0.002242855176273336,0.02957430438219579,0.5166904621186497,0.45373523349915446,0.0655641688717594,0.49696750015023844,0.3707739411784668,0.06669438979953536,26.03895627304903,33.72612706530785,19.508788415246222
12218,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0101738142086288,0.0808446845734159,0.4095729559041588,0.0723875484474342,0.2914129003827992,0.1290365204360071,0.0065715760475558,,25.966405330975668,32,0,,25.966405330975668,47,Mujeres,0.07534451946198577,0.41516962397446033,0.3685152831855437,0.13805369100580395,0.002916882372206913,0.14684253538008868,0.7110181194678397,0.14213934515207158,0.14593038492870974,0.6019797034330919,0.22583180124097632,0.026258110397221972,24.179917749340362,23.744984089375514,17.059341096853682
12219,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,,0.0481442570872585,0.0968482621176137,0.1012002281857938,0.043128461854477,0.0741638999095334,0.6137198812630321,0.0227950095822915,,44.028363719862085,32,22,,44.028363719862085,81,Mujeres,0.10968054196563856,0.4195363184147697,0.33223988539989413,0.13508486872691772,0.0034583854927804003,0.004129629143497649,0.5224426692293491,0.4734277016271532,0.06959650009501152,0.437545597948466,0.45107433496518223,0.04178356699134033,23.017346700116082,34.78972603798058,19.720359750822812
12220,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,2,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,55,Hombres,0.05941781489973177,0.43420073123871955,0.4996686494627032,0.004299591785567167,0.0024132126132789607,0.16692513797528372,0.7125720412734728,0.12050282075124344,0.35276143410225735,0.5072947612698048,0.1174568769571622,0.022486927670775658,22.347726293470696,22.76536156587179,14.477354385571648
12221,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,2,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,67,Mujeres,0.22386727018997993,0.5331820625074951,0.23291160434074948,0.008153906311972485,0.001885156649803762,0.005446325862067257,0.31658785986498894,0.6779658142729438,0.20050468966082619,0.40589692009431827,0.33429471145638173,0.05930367878847384,15.708064918164423,39.46250190758809,18.019179034980027
12222,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,La distancia a las paradas,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,76,Hombres,0.5494641947547166,0.3107205094024167,0.1371597361215971,0.0013678328804867853,0.0012877268407831227,0.10655344086567839,0.6151207392586608,0.2783258198756608,0.25000009202383505,0.5057306767770264,0.18374297332421533,0.06052625787492317,9.054231110595921,27.844211276363918,16.43836317640181
12223,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,3,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22,,0.0,73,Hombres,0.16252862488170358,0.4426747808177262,0.27332655890395713,0.11528785997172128,0.0061821754248920354,0.11572054536348417,0.5928430878406447,0.2914363667958711,0.06504707328375017,0.494627704003603,0.35039118722094,0.08993403549170687,20.79359929790616,27.92574334758141,19.721697479364828
12224,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",1,1,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,"$7,001 y $10,000",27.0,28,Hombres,0.036846287924122645,0.5741530457000569,0.31389100182132573,0.06664744425250765,0.008462220301987757,0.21455123919934024,0.6896304751001894,0.09581828570047038,0.3780367954784381,0.4474199625432596,0.13612154129990034,0.03842170067840191,21.924894615998557,21.054590830326653,14.679425177426127
12225,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El costo del viaje,4,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,No,3,,0.0078685875277882,0.0636987567272484,0.3415467489323468,0.0662508642373626,0.3849419561909943,0.1291707661388196,0.0065223202454399,,26.941202922450916,32,0,,26.941202922450916,32,Hombres,0.007853986562639458,0.5212113433967822,0.43114269951477474,0.031630160708237175,0.008161809817566628,0.20968299939587437,0.6886755376883613,0.10164146291576426,0.3469655439445334,0.49765514232118824,0.1337359593533052,0.02164335438097321,23.136451627360227,21.30536166156159,14.640456993365746
12226,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,4,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,34,Hombres,0.0029742804532978807,0.2503714090015934,0.6103154806965556,0.0915109136613337,0.04482791618722016,0.01664756349688187,0.6422172184573216,0.3411352180457965,0.11211100168092103,0.5092696809460318,0.34192929947655376,0.036690017896493565,29.619355952458903,31.446568491128154,18.42558666870896
12227,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Vialidades insuficientes,Poca frecuencia de paso en el día,8,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,51,Mujeres,0.006693490015641495,0.08592231813380768,0.1863260286554251,0.2936515840993844,0.42740657909574137,0.15450717990343388,0.584112033135017,0.2613807869615492,0.031025902906345833,0.18544412913461902,0.4453970769274099,0.3381328910316252,46.644715853737196,26.30358578243322,24.725095648674515
12228,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0135917739133004,0.0727001001446695,0.3977308970769169,0.0868269242101513,0.3066751440624554,0.1172696495343397,0.0052055110581665,,25.597483157965844,32,0,,25.597483157965844,44,Mujeres,0.05595583461522093,0.4537627026875937,0.3078201184024355,0.1780148635559677,0.004446480738782406,0.07948679640305102,0.8220849240209382,0.09842827957601066,0.17910221982565963,0.655983915371189,0.14527377367331498,0.019640091129836435,24.80878325942965,24.356167316575018,16.043613888858626
12229,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Congestionamiento,Poca frecuencia de paso en la noche,5,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0,"$3,001 y $7,000",18.0,49,Mujeres,0.11548795624082984,0.43976582028240757,0.2880959222043202,0.12029311738080475,0.03635718389163761,0.7713736618377851,0.21433184119505855,0.014294496967156298,0.2441046570065925,0.5135852862517359,0.18575409955415925,0.056555957187512246,23.278732509476953,5.815805546137751,16.43809085538073
12230,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,No sabe,0,0,0,,Jefe del hogar,No,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0,,27.0,75,Mujeres,0.7533979054445513,0.2385376025778834,0.005277264885049457,0.0017422430911214794,0.0010449840013947494,0.14346301597191824,0.6925715881995994,0.16396539582848235,0.6080377523250818,0.25248748606209553,0.10361813790840603,0.03585662370441663,3.8855464563814515,24.328091720729056,12.53834906393726
12231,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,2,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,3,,0.0250546928626766,0.2013334177531373,0.3488018581957235,0.070569441727292,0.1876533008573545,0.1590354061846381,0.0075518824191779,,25.2078362962076,32,0,,25.2078362962076,59,Hombres,0.08889083364512214,0.46375189344646794,0.4418234703230639,0.0040118891713472014,0.0015219134139995013,0.09431913494704332,0.7397860337302039,0.16589483132275284,0.31137633258178127,0.5219800336306213,0.14019040293372836,0.026453230853869025,20.930189601847943,25.551921881694277,15.05376425647748
12232,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,1,0,2,,Jefe del hogar,Sí,No,3,,0.005330230940963,0.0381233920688065,0.1074456258540071,0.0367623949755894,0.1136279815097308,0.6785751340555303,0.0201352405953727,,48.01429752321326,32,22,,48.01429752321326,36,Mujeres,0.045369417170394034,0.2411853041170817,0.4949351092717946,0.1494441549722794,0.06906601446845072,0.04814199238286093,0.6195714403056324,0.33228656731150674,0.1115900032432672,0.5094526571164408,0.3011664891106175,0.07779085052967445,30.048225960482203,30.487183230975994,18.761265495413596
12233,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,1,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,67,Hombres,0.49889508954772444,0.4835158213726495,0.008106015374763737,0.007019729488381724,0.0024633442164809474,0.005887459636100985,0.5665530184062296,0.4275595219576693,0.48978721782109946,0.2694652107663066,0.20421257442201757,0.03653499699057649,7.977195350878315,33.692569973759966,14.29996280465657
12234,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,Conducción del/ de la chofer,6,Propia,"$10,001 y $15,000",0,1,0,,Jefe del hogar,No,Sí,59,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0,0,"$10,001 y $15,000",23.0,42,Hombres,0.006567190953589224,0.25928050418037435,0.3532497120884832,0.23453739719225178,0.14636519558530145,0.6508070785524184,0.31918348517196904,0.030009436275612592,0.1508832611631268,0.516493980639603,0.26795240310817053,0.06467035508909956,34.55694583899557,9.070847149081048,17.97127881698594
12235,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",1,0,1,En la cochera de la casa,Cónyuge,No,No,3,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22,"$10,001 y $15,000",18.0,47,Hombres,0.03517260013582684,0.4019612965365614,0.4649476393302078,0.08841991491659033,0.0094985490808139,0.2822318032952053,0.6469401570280845,0.07082803967671011,0.17284437084018195,0.6199981772574412,0.17950343107475367,0.027654020827623138,25.089523847377666,18.855481633479403,16.495736815118544
12236,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,Vialidades insuficientes,Poca frecuencia de paso en la noche,1,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,No,3,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$10,001 y $15,000",11.0,74,Mujeres,0.7962946982541197,0.19572382310225467,0.005174512189389682,0.0016427888653443446,0.0011641775888915776,0.23470659709133684,0.6540901785865219,0.11120322432214133,0.5793435313916042,0.28530226551755594,0.10095367766743284,0.034400525423407,3.242850345133126,20.924715829217167,12.72328957698114
12237,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Insuficiente transporte público,El tiempo de duración de viaje,4,Propia,No sabe,1,0,0,En la cochera de la casa,Cónyuge,No,No,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22,,27.0,34,Hombres,0.008531407737747545,0.4469942313025491,0.48966827289816384,0.041323192700347115,0.013482895361191943,0.2808859141409158,0.6216999237225977,0.09741416213648636,0.23444831689665538,0.568390998757868,0.16124675671655314,0.03591392762892345,24.607953410629992,19.499263789757205,15.989010360621958
12238,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,3,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,62,Mujeres,0.04611718643933507,0.3384660752165451,0.4518633325653885,0.15699913061233498,0.0065542751663967705,0.006212575057964285,0.4508473392794045,0.5429400856626312,0.04485488722890101,0.3805608571828309,0.5287416958898906,0.045842559698377444,26.706525231092833,36.33852016884937,20.604575424461956
12239,2023-03-28 00:00:00+00:00,Zapopan,141200206504A,63F,,,1,Rentada,No quiso responder,0,0,0,,Compañero,Sí,No,3,,0.0722699644159867,0.3981033488030391,0.1869097382958815,0.0679313303278833,0.1088763321116878,0.1604949126916531,0.0054143733538682,,22.17501527460253,32,0,,22.17501527460253,82,Hombres,0.5543408947239904,0.43320402733310637,0.005959331397117738,0.003891559261567458,0.0026041872842180315,0.017714325173769828,0.7348536921647671,0.24743198266146296,0.5797429151619307,0.27606999742349464,0.11028904729333204,0.03389804012124261,7.020666833676648,29.26579179704317,12.786737698991091
12240,2023-03-28 00:00:00+00:00,Zapopan,1412004306940,46F,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Propia,"Más de $25,001",1,0,1,En la cochera de la casa,Hijo,Sí,No,59,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"Más de $25,001",59.0,48,Hombres,0.012728900727314925,0.27508959284515655,0.4478617794423985,0.2000744687544025,0.06424525823072748,0.010081672499796981,0.5051529430913909,0.4847653844088122,0.03260383349704759,0.28902621096962533,0.5702395611096062,0.10813039442372108,31.132445370168597,34.90764370140755,22.03117213168001
12241,2023-03-28 00:00:00+00:00,Zapopan,141200123,63F,Insuficiente transporte público,La distancia a las paradas,3,Prestada,"$7,001 y $10,000",0,1,0,,Cónyuge,Sí,Sí,3,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,"$7,001 y $10,000",27.0,32,Hombres,0.017126389278477372,0.697627141378999,0.2610937847092192,0.021850882155302863,0.0023018024780020324,0.32954919198675187,0.6095063223160786,0.06094448569716962,0.5295049015123426,0.38063063339775033,0.07627013165452583,0.013594333435381148,19.70386497697283,17.49254256335286,12.591631176103563
12242,2023-03-28 00:00:00+00:00,Zapopan,1412002065054,63F,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,6,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,3,,0.0082848483245089,0.0452226573217047,0.1101409237763089,0.034406061955911,0.0841679067689129,0.6973417429710796,0.0204358588815738,,48.42406960648639,32,22,,48.42406960648639,60,Hombres,0.008782692953635493,0.2445004356992673,0.37946327079988423,0.21444239008129967,0.1528112104659136,0.02559309450628431,0.4843203616314254,0.4900865438622903,0.027191035769262403,0.23623015289485205,0.5873402917040338,0.1492385196318519,34.61670171244593,34.65775624068185,22.8690103615878
