folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
2927,2023-02-10 00:00:00+00:00,Tlajomulco,1409708441704,30,Congestionamiento,El tiempo de duración de viaje,4,Prestada,No quiso responder,1,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,104,,0.0039426634116903,0.0240821136733044,0.0950130657363217,0.0335429548011729,0.0923918314616229,0.7272800556079839,0.0237473153079034,,50.169250925593786,32,22
2928,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Pavimento deteriorado,Poca frecuencia de paso en el día,10 y +,Propia,"$15,001 y $25,000",0,0,3,,Hijo,Sí,No,38,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
2929,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320053,30,,,2,Otros,No quiso responder,0,0,0,,Jefe del hogar,No,No,104,,0.0531845940315978,0.3631489951570024,0.224520722368213,0.0664315149028012,0.1293500512943304,0.1568181681551167,0.0065459540909383,,22.865066195947858,0,0
2930,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Insuficiente transporte público,El tiempo de duración de viaje,4,Rentada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22
2931,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,8,Propia,No quiso responder,0,0,0,,Hijo,Sí,Sí,104,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
2932,2023-02-10 00:00:00+00:00,Tlajomulco,1409700251456,30,Vialidades insuficientes,Conducción del/ de la chofer,1,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2933,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320053,30,Insuficiente transporte público,El costo del viaje,3,Hipotecada,"Más de $25,001",1,0,0,En la cochera de la casa,Hijo,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2934,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Congestionamiento,Conducción del/ de la chofer,5,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,Sí,38,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2935,2023-02-10 00:00:00+00:00,Tlajomulco,1409708441704,30,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Prestada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
2936,2023-02-10 00:00:00+00:00,Tlajomulco,1409705603467,30,Vialidades insuficientes,Falta de información de rutas,5,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43
2937,2023-02-10 00:00:00+00:00,Tlajomulco,1409700251456,30,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,5,Rentada,"$10,001 y $15,000",1,0,1,"En la calle, afuera de la casa",Cónyuge,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
2938,2023-02-10 00:00:00+00:00,Tlajomulco,1409706663950,30,Pavimento deteriorado,Falta de información de rutas,3,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,No,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
2939,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Prestada,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,104,,0.0081856163761152,0.0662652076199634,0.3779836701716026,0.0689201406628535,0.3214264497072673,0.1504338080686796,0.0067851073935182,,27.248629528751437,32,0
2940,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,1,0,2,,Hijo,Sí,Sí,104,,0.0081000231303688,0.0571828226144646,0.1632784891149873,0.0690043581623027,0.1584675898377482,0.5092216960806062,0.034745021059522,,42.431155874996186,32,22
2941,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",0,0,1,,Cónyuge,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2942,2023-02-10 00:00:00+00:00,Tlajomulco,1409708441704,30,Congestionamiento,La falta de comodidad de las unidades del transporte,2,Rentada,No quiso responder,1,0,0,,Cónyuge,No,No,104,,0.0039858518426822,0.0269077177047301,0.0848093770753178,0.0342583895405629,0.0813855662550492,0.7446456511945003,0.0240074463871573,,50.78263329381093,0,22
2943,2023-02-10 00:00:00+00:00,Tlajomulco,1409706663950,30,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$3,001 y $7,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2944,2023-02-10 00:00:00+00:00,Tlajomulco,1409708441704,30,Vialidades insuficientes,Poca frecuencia de paso en el día,2,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2945,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320053,30,,,4,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,104,,0.0090505322896177,0.0973540643741616,0.4325253680125245,0.0822623206560902,0.2786452532426925,0.0930354574019887,0.0071270040229248,,24.366693873649936,32,0
2946,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Congestionamiento,Poca frecuencia de paso en el día,2,Rentada,"$1,501 y $3,000",0,1,1,,Jefe del hogar,Sí,No,38,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2947,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141129,30,Falta de señalamientos,Falta de información de rutas,4,Propia,No sabe,1,0,2,En la cochera de la casa,Hijo,Sí,Sí,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
2948,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320284,30,Falta de señalamientos,Falta de cubiertas para espera en las paradas,5,Propia,No quiso responder,0,1,0,,Hijo,Sí,No,104,,0.0114713355817579,0.104216731749826,0.3714620666191012,0.073466615755423,0.25663811066134,0.173980176511692,0.0087649631208597,,27.461514678085724,32,0
2949,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320053,30,Insuficiente transporte público,El costo del viaje,3,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
2950,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Pavimento deteriorado,Poca frecuencia de paso en la noche,5,Propia,"Más de $25,001",1,0,0,"En la calle, afuera de la casa",Nieto,Sí,No,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
2951,2023-02-10 00:00:00+00:00,Tlajomulco,1409706663950,30,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
2952,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Congestionamiento,Falta de información de rutas,4,Propia,"$10,001 y $15,000",0,1,0,,Jefe del hogar,Sí,Sí,38,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2953,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Pavimento deteriorado,Conducción del/ de la chofer,4,Propia,"$1,501 y $3,000",0,0,1,,Hijo,Sí,Sí,38,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2954,2023-02-10 00:00:00+00:00,Tlajomulco,1409700321189,30,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,2,Propia,"$7,001 y $10,000",1,1,0,En la cochera de la casa,Jefe del hogar,No,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22
2955,2023-02-10 00:00:00+00:00,Tlajomulco,1409700251456,30,Calles inundadas,El costo del viaje,3,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
2956,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320829,30,,,2,Rentada,No quiso responder,1,0,0,,Cónyuge,No,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
2957,2023-02-10 00:00:00+00:00,Tlajomulco,1409708441704,30,Vialidades insuficientes,Trato del/de la chofer,2,Prestada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2958,2023-02-10 00:00:00+00:00,Tlajomulco,140970032027A,30,Tiempos excesivos de traslado,El tiempo de duración de viaje,3,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
2959,2023-02-10 00:00:00+00:00,Tlajomulco,1409700251456,30,Tiempos excesivos de traslado,Falta de información de rutas,3,Rentada,No sabe,0,0,2,,Jefe del hogar,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
2960,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2961,2023-02-10 00:00:00+00:00,Tlajomulco,1409704241761,22,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,4,Prestada,"$15,001 y $25,000",1,1,1,En la cochera de la casa,Hijo,Sí,Sí,38,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2962,2023-02-10 00:00:00+00:00,Tlajomulco,1409700321189,30,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,4,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2963,2023-02-10 00:00:00+00:00,Tlajomulco,1409706663950,30,Pavimento deteriorado,El tiempo de duración de viaje,2,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,No,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
2964,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Falta de señalamientos,Poca frecuencia de paso en la noche,1,Propia,"$7,001 y $10,000",0,0,1,,Jefe del hogar,No,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
2965,2023-02-10 00:00:00+00:00,Tlajomulco,140970032027A,30,Tiempos excesivos de traslado,El tiempo de duración de viaje,4,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
2966,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Congestionamiento,Poca frecuencia de paso en el día,3,Propia,"$3,001 y $7,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
2967,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Insuficiente transporte público,La distancia a las paradas,3,Otros,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
2968,2023-02-10 00:00:00+00:00,Tlajomulco,1409705603467,30,Pavimento deteriorado,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Hijo,No,No,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,43
2969,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141129,30,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,1,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2970,2023-02-10 00:00:00+00:00,Tlajomulco,140970884397A,30,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Propia,"$1,501 y $3,000",0,0,0,,Cónyuge,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2971,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,Sí,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
2972,2023-02-10 00:00:00+00:00,Tlajomulco,1409706663950,30,Vialidades insuficientes,La distancia a las paradas,4,Propia,"$7,001 y $10,000",1,1,0,En la cochera de la casa,Cónyuge,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2973,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320829,30,,,5,Propia,No quiso responder,1,1,0,,Cónyuge,Sí,No,104,,0.0040321619495341,0.0230624317717261,0.0837181012058726,0.0477578954049827,0.1014144460041793,0.7114197433543159,0.028595220309389,,50.00159279182485,32,22
2974,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320284,30,Congestionamiento,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,1,0,0,,Jefe del hogar,No,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
2975,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Congestionamiento,Poca frecuencia de paso en el día,2,Rentada,"$3,001 y $7,000",1,0,1,,Jefe del hogar,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
2976,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,Sí,104,,0.0034457363045263,0.0218233832275368,0.0914789636010812,0.033041272215153,0.1247150745626659,0.7058703430833482,0.0196252270056884,,49.328429371863926,32,22
2977,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Falta de estacionamiento,El sobrecupo de personas en las unidades del transporte,6,Rentada,No quiso responder,0,0,0,,Cónyuge,Sí,No,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
2978,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,"$15,001 y $25,000",0,0,1,,Cónyuge,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2979,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Insuficiente transporte público,El tiempo de duración de viaje,5,Prestada,No quiso responder,1,0,0,En la cochera de la casa,Hijo,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2980,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,3,Rentada,No quiso responder,2,0,1,,Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
2981,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320284,30,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,3,Propia,No quiso responder,1,0,0,,Jefe del hogar,No,No,104,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
2982,2023-02-10 00:00:00+00:00,Tlajomulco,140970032027A,30,Pavimento deteriorado,El tiempo de duración de viaje,3,Propia,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
2983,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Pavimento deteriorado,La distancia a las paradas,7,Prestada,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
2984,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Insuficiente transporte público,La distancia a las paradas,4,Propia,"$15,001 y $25,000",1,1,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2985,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320829,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2986,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800142127,30,Insuficiente transporte público,La distancia a las paradas,6,Propia,"$15,001 y $25,000",1,1,2,En la cochera de la casa,Hijo,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
2987,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320284,30,Falta de estacionamiento,Poca frecuencia de paso en el día,6,Propia,No quiso responder,0,0,0,,Otro parentesco,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
2988,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141114,30,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Rentada,"$10,001 y $15,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22
2989,2023-02-10 00:00:00+00:00,Tlajomulco,1409700251456,30,Vialidades insuficientes,El tiempo de duración de viaje,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2990,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,No quiso responder,2,0,1,,Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
2991,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Vialidades insuficientes,Conducción del/ de la chofer,2,Rentada,"$10,001 y $15,000",0,1,0,,Jefe del hogar,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
2992,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320829,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,104,,0.0073526457981795,0.0449713982778677,0.1971510777265727,0.0528616308801106,0.1449041419823112,0.5404886601300358,0.0122704452049219,,42.10345291399028,32,0
2993,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Congestionamiento,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2994,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Falta de señalamientos,La falta de comodidad de las unidades del transporte,1,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,104,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
2995,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,104,,0.0039100691996996,0.0244432136745569,0.1079813203264594,0.0463117995265717,0.0982439261887254,0.696839831238362,0.0222698398456245,,48.93678294244458,32,22
2996,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141129,30,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0,0
2997,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Vialidades insuficientes,Poca frecuencia de paso en el día,2,Rentada,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2998,2023-02-10 00:00:00+00:00,Tlajomulco,1409705603467,30,Pavimento deteriorado,Poca frecuencia de paso en la noche,5,Propia,"$15,001 y $25,000",1,0,2,En la cochera de la casa,Cónyuge,Sí,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
2999,2023-02-10 00:00:00+00:00,Tlaquepaque,140980012,57,Insuficiente transporte público,El tiempo de duración de viaje,5,Propia,No quiso responder,1,0,1,"En la calle, afuera de la casa",Cónyuge,No,No,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,22
3000,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800142127,30,Pavimento deteriorado,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,2,0,,Hijo,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
3001,2023-02-10 00:00:00+00:00,Tlaquepaque,1409800141129,30,Falta de señalamientos,Poca frecuencia de paso en el día,7,Propia,No quiso responder,1,0,2,Pensión,Jefe del hogar,No,Sí,104,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22
3002,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
3003,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320284,30,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,6,Propia,No quiso responder,2,1,2,En la cochera de la casa,Nieto,Sí,No,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
3004,2023-02-10 00:00:00+00:00,Tlajomulco,140970032027A,30,Tiempos excesivos de traslado,El tiempo de duración de viaje,3,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
3005,2023-02-10 00:00:00+00:00,Tlajomulco,140970884397A,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,7,Rentada,"$10,001 y $15,000",1,0,4 o más,En la cochera de la casa,Hijo,Sí,Sí,104,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
3006,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Congestionamiento,La distancia a las paradas,5,Propia,"$10,001 y $15,000",1,0,2,"En la calle, afuera de la casa",Cónyuge,No,Sí,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0,22
3007,2023-02-10 00:00:00+00:00,Tlajomulco,140970602,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,104,,0.0038005940501369,0.0404912888278035,0.0893987929261782,0.0312772639771543,0.0713627053622359,0.7470533268539855,0.0166160280025055,,50.18926123063008,0,22
3008,2023-02-10 00:00:00+00:00,Tlajomulco,1409705603467,30,Congestionamiento,La falta de comodidad de las unidades del transporte,2,Rentada,"$10,001 y $15,000",0,1,1,,Jefe del hogar,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
3009,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320829,30,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Prestada,No quiso responder,0,0,0,,Otro parentesco,Sí,No,104,,0.0456537374702165,0.211350420326171,0.1195189169692958,0.049499368797947,0.1114980945565247,0.4523155684420423,0.0101638934378025,,36.17567864470787,32,0
3010,2023-02-10 00:00:00+00:00,Tlajomulco,1409708843965,30,Falta de cruces peatonales,Poca frecuencia de paso en el día,3,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Cónyuge,No,Sí,104,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
3011,2023-02-10 00:00:00+00:00,Tlajomulco,1409700320180,30,,,3,Rentada,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,104,,0.0063190865630844,0.0496391731989241,0.2917937295737619,0.0657175801192,0.4785649810272974,0.1027275200828061,0.0052379294349259,,26.73722455484878,32,0
3012,2023-02-10 00:00:00+00:00,Tlajomulco,140970884397A,30,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,5,Propia,"$3,001 y $7,000",1,0,2,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,104,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
3013,2023-02-10 00:00:00+00:00,Tlajomulco,140970884397A,30,Falta de ciclovías,Poca frecuencia de paso en la noche,3,Rentada,"$3,001 y $7,000",0,0,1,,Compañero,Sí,Sí,104,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
