folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
6368,2023-02-27 00:00:00+00:00,Tonalá,1410100010202,08,Falta de ciclovías,Poca frecuencia de paso en la noche,4,Propia,"$10,001 y $15,000",0,0,2,,Cónyuge,Sí,Sí,234,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6369,2023-02-27 00:00:00+00:00,Guadalajara,1403900010736,70B,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,202,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
6370,2023-02-27 00:00:00+00:00,Guadalajara,1403900010736,70B,Vialidades insuficientes,El tiempo de duración de viaje,2,Rentada,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6371,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Pavimento deteriorado,Poca frecuencia de paso en el día,6,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,No,18,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
6372,2023-02-27 00:00:00+00:00,Tonalá,1410100011268,40,Pavimento deteriorado,La distancia a las paradas,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,18,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6373,2023-02-27 00:00:00+00:00,Tonalá,1410100011268,40,Pavimento deteriorado,La distancia a las paradas,4,Propia,No sabe,1,0,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,18,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6374,2023-02-27 00:00:00+00:00,Tonalá,1410100010202,08,Falta de ciclovías,El costo del viaje,6,Rentada,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,234,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,43
6375,2023-02-27 00:00:00+00:00,Guadalajara,1403900010736,70B,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6376,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,No,No,18,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
6377,2023-02-27 00:00:00+00:00,Tonalá,1410100011268,40,Pavimento deteriorado,Trato del/de la chofer,4,Propia,No sabe,1,1,1,"En la calle, afuera de la casa",Compañero,Sí,Sí,18,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6378,2023-02-27 00:00:00+00:00,Guadalajara,1403900010736,70B,,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",1,0,2,En la cochera de la casa,Nieto,Sí,Sí,202,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6379,2023-02-27 00:00:00+00:00,Tonalá,1410100010202,08,Falta de señalamientos,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,1,0,,Jefe del hogar,No,Sí,234,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
6380,2023-02-27 00:00:00+00:00,Tonalá,1410100011268,40,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,18,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
6381,2023-02-27 00:00:00+00:00,Tonalá,1410100011268,40,Falta de señalamientos,Falta de cubiertas para espera en las paradas,3,Propia,"$15,001 y $25,000",0,0,0,,Compañero,No,Sí,18,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
6382,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Vialidades insuficientes,El tiempo de duración de viaje,1,Rentada,"$3,001 y $7,000",0,1,0,,Jefe del hogar,No,No,18,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,0
6383,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Calles inundadas,Falta de cubiertas para espera en las paradas,2,Prestada,"$3,001 y $7,000",0,0,0,,Cónyuge,No,Sí,18,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
6384,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Rentada,"$3,001 y $7,000",1,0,0,,Compañero,Sí,No,18,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6385,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,18,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6386,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Pavimento deteriorado,Poca frecuencia de paso en la noche,3,Propia,"$10,001 y $15,000",1,0,0,,Jefe del hogar,Sí,No,18,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
6387,2023-02-27 00:00:00+00:00,Tonalá,1410100010537,40,Congestionamiento,El tiempo de duración de viaje,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,18,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6388,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Falta de señalamientos,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",1,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6389,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Calles inundadas,La falta de comodidad de las unidades del transporte,4,Propia,No quiso responder,0,1,0,,Cónyuge,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
6390,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Falta de señalamientos,Conducción del/ de la chofer,5,Propia,No sabe,1,1,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6391,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,,,3,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6392,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Tiempos excesivos de traslado,Conducción del/ de la chofer,1,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,No,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
6393,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Otros,No quiso responder,1,0,0,,Cónyuge,No,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
6394,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6395,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Vialidades insuficientes,La distancia a las paradas,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6396,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Falta de estacionamiento,El sobrecupo de personas en las unidades del transporte,4,Propia,No sabe,1,0,2,"En la calle, afuera de la casa",Hijo,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6397,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,3,Rentada,No quiso responder,2,1,0,,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6398,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Propia,No quiso responder,1,0,0,,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6399,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6400,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,,,2,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6401,2023-02-28 00:00:00+00:00,Zapopan,1412000015478,68B,Pavimento deteriorado,Poca frecuencia de paso en el día,7,Propia,"$10,001 y $15,000",0,1,1,,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6402,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Falta de señalamientos,La distancia a las paradas,4,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6403,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Falta de estacionamiento,Falta de información de rutas,4,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6404,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,6,Propia,No sabe,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6405,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Congestionamiento,El tiempo de duración de viaje,5,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6406,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,,,4,Propia,No sabe,0,0,1,,Cónyuge,Sí,No,178,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
6407,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,178,,0.100887210910407,0.3393290346914345,0.247606419493594,0.0675381770572242,0.158648842347051,0.0803537048654167,0.0056366106348726,,19.246412239200772,32,0
6408,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,,0.0093364380102763,0.0698086241947288,0.299204715010341,0.0667796836993578,0.3022956395561945,0.2358671415590426,0.0167077579700587,,31.187815508869143,32,22
6409,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,Trato del/de la chofer,3,Propia,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6410,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,No,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,43
6411,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,,0.0044307729803715,0.0400984093087552,0.093541104924653,0.0371324664347973,0.1119522942148456,0.6888709967931061,0.0239739553434708,,48.68275607782952,32,22
6412,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Insuficiente transporte público,La distancia a las paradas,3,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,178,,0.0974183153409548,0.3372176372148943,0.2658798405935551,0.0611063406209634,0.1366964468943205,0.0961339878641366,0.0055474314711751,,19.734917999510593,32,0
6413,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Pavimento deteriorado,Poca frecuencia de paso en la noche,3,Rentada,No quiso responder,0,0,1,,Cónyuge,Sí,Sí,178,,0.0223024955174753,0.1530033212789588,0.3397803526336758,0.0887797614683706,0.1986863993268117,0.1909827430596866,0.0064649267150209,,27.023050788369453,32,0
6414,2023-02-28 00:00:00+00:00,Zapopan,1412000015478,68B,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",1,1,0,En la cochera de la casa,Cónyuge,Sí,Sí,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6415,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6416,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Vialidades insuficientes,El tiempo de duración de viaje,5,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Otro parentesco,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6417,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Otros,No quiso responder,1,0,0,,Hijo,No,No,178,,0.0030263720072024,0.0193823501219609,0.0622446485679862,0.0293177887247702,0.0781402097434377,0.7906518975515436,0.0172367332830984,,52.23128861391229,0,22
6418,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,3,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22
6419,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,Congestionamiento,,3,Rentada,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6420,2023-02-28 00:00:00+00:00,Zapopan,1412000012666,68B,,,7,Propia,"$10,001 y $15,000",1,0,2,,Cónyuge,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6421,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,1,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6422,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Falta de señalamientos,Conducción del/ de la chofer,3,Prestada,No quiso responder,1,0,1,,Cónyuge,Sí,No,178,,0.0389332322999534,0.2500295750244314,0.2572110188473216,0.0616946395772292,0.146360904725188,0.2286883218474489,0.0170823076784271,,27.695451944042688,32,22
6423,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6424,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,2,Hipotecada,No quiso responder,1,0,0,,Jefe del hogar,No,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
6425,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,Trato del/de la chofer,4,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0646899490825151,0.28052402135612,0.2430013387055637,0.0695018067957792,0.2472804466555233,0.0887121614598508,0.0062902759446477,27.0,21.503592929045777,32,0
6426,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,Trato del/de la chofer,5,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6427,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Vialidades insuficientes,Falta de información de rutas,4,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,Sí,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
6428,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Pavimento deteriorado,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,Compañero,Sí,No,178,,0.0088177963377328,0.06074128802814,0.3309533155262775,0.0774948105340754,0.3841978650144397,0.1320992416996921,0.0056956828596421,,27.059025148807564,32,0
6429,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Falta de estacionamiento,La distancia a las paradas,5,Rentada,No quiso responder,1,1,2,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6430,2023-02-28 00:00:00+00:00,Zapopan,1412000015478,68B,Calles inundadas,Poca frecuencia de paso en el día,7,Propia,"$7,001 y $10,000",0,0,2,,Cónyuge,Sí,Sí,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
6431,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Congestionamiento,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6432,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6433,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Falta de estacionamiento,Conducción del/ de la chofer,4,Rentada,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6434,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Congestionamiento,Conducción del/ de la chofer,7,Rentada,No quiso responder,0,0,3,,Otro parentesco,Sí,No,178,,0.007744179700072,0.1416632507869444,0.448651731668166,0.0714561433662361,0.2399669231263281,0.0843269878055194,0.0061907835467337,,23.258134032515684,32,0
6435,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Pavimento deteriorado,Poca frecuencia de paso en la noche,3,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6436,2023-02-28 00:00:00+00:00,Zapopan,1412000010227,68B,Congestionamiento,Conducción del/ de la chofer,2,Rentada,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6437,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,,,4,Otros,"$10,001 y $15,000",0,0,0,,Cónyuge,No,No,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0
6438,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Rentada,No quiso responder,1,1,0,,Cónyuge,No,No,178,,0.0072331545499717,0.0630957478456624,0.3610039425834401,0.0615257178953125,0.2878118232051953,0.2024671271846491,0.0168624867357687,,29.757006807371308,0,22
6439,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Pavimento deteriorado,El costo del viaje,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
6440,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Falta de señalamientos,La distancia a las paradas,4,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6441,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Vialidades insuficientes,Poca frecuencia de paso en la noche,4,Propia,"$10,001 y $15,000",0,1,0,,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6442,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,2,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,178,,0.0083574813972055,0.069576231170044,0.3354602087462146,0.0759630254413763,0.366886007779481,0.137175796801693,0.0065812486639853,,27.109472243238635,32,0
6443,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Congestionamiento,Falta de información de rutas,4,Propia,"$10,001 y $15,000",1,1,2,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6444,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Falta de cruces peatonales,Trato del/de la chofer,2,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6445,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No quiso responder,0,0,0,,Hijo,Sí,Sí,178,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0
6446,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43
6447,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Pavimento deteriorado,Poca frecuencia de paso en la noche,4,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6448,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Pavimento deteriorado,La distancia a las paradas,3,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6449,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,La distancia a las paradas,4,Propia,"$10,001 y $15,000",1,0,1,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6450,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,Sí,178,,0.111604121221526,0.3822289202846911,0.2350563719875913,0.0611075873289005,0.1034042936217795,0.0963731109516301,0.010225594603881,,19.18811234273708,0,0
6451,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Propia,"$3,001 y $7,000",1,0,1,"En la calle, pero no frente a mi casa",Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6452,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,3,Propia,No sabe,1,0,1,Estacionamiento privado,Cónyuge,Sí,No,178,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22
6453,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Pavimento deteriorado,La distancia a las paradas,6,Propia,No quiso responder,2,0,0,En la cochera de la casa,Otro parentesco,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6454,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Falta de señalamientos,La distancia a las paradas,6,Propia,No quiso responder,2,0,1,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6455,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Vialidades insuficientes,Trato del/de la chofer,6,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6456,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,Pavimento deteriorado,,2,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6457,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,,,3,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
