folio_vivienda,folio_habitante,parentesco,jefe_hogar_asignacion_artificial,jefe_hogar_fuente,edad,sexo_nacimiento,estado_civil,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,tiene_internet,weekend_mode_auto_particular,weekend_mode_camion_autobus,weekend_mode_a_pie,salio_casa_ayer,weekend_dest_visitar,weekend_dest_compras_bienes_servicios,centralidad,ageb,escolaridad,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar
5778,1,Jefe del hogar,Jefe del hogar,observado,68.0,Mujeres,Casado,5,Rentada,No quiso responder,2,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5778,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,5,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,2,Jefe del hogar,Jefe del hogar,observado,58.0,Hombres,Casado,6,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900013618,,,0.008034445518860943,0.1812785793027014,0.41579030959650953,0.0835570634818718,0.18498598127664875,0.11505719187405603,0.011296428949351548,,24.143294680883642
5779,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,2,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,4,Propia,"$3,001 y $7,000",1,Sí,Sí,Sí,No,Sí,Sí,Sí,05,1403900013798,Carrera técnica con secundaria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5780,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,1,Jefe del hogar,Jefe del hogar,observado,39.0,Hombres,Casado,2,Propia,"$15,001 y $25,000",0,Sí,No,Sí,No,Sí,No,No,05,140390001286A,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5781,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,1,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,2,Propia,"$3,001 y $7,000",0,Sí,No,Sí,No,Sí,No,Sí,05,140390001286A,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5782,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,1,Jefe del hogar,Jefe del hogar,observado,62.0,Hombres,Casado,7,Propia,"$7,001 y $10,000",1,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013891,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5783,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,7,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,1,Jefe del hogar,Jefe del hogar,observado,40.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900010469,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5784,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,1,Jefe del hogar,Jefe del hogar,observado,77.0,Mujeres,Soltero,3,Propia,"$3,001 y $7,000",1,Sí,Sí,No,No,Sí,Sí,Sí,05,140390001496A,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5785,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,3,Jefe del hogar,Jefe del hogar,observado,58.0,Hombres,Viudo,3,Propia,"$3,001 y $7,000",1,Sí,No,Sí,No,Sí,Sí,Sí,05,140390001496A,,,0.012421272929575955,0.20610198879386354,0.31114345389090176,0.09732210392152679,0.16225753901936216,0.18598092512003925,0.024772716324730527,,27.565621460171037
5786,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Casado,2,Prestada,No quiso responder,0,Sí,No,Sí,No,Sí,No,No,05,1403900014442,,,0.07567733728219413,0.34234255855865986,0.18951533801744086,0.05109548466994026,0.22075250964074553,0.11514886556828537,0.0054679062627339455,,21.571113237029166
5786,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,1,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Casado,6,Propia,No sabe,0,Sí,No,No,Sí,No,No,No,05,1403900013482,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5787,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,4,Sin parentesco,Sin parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,1,Jefe del hogar,Jefe del hogar,observado,53.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",2,Sí,Sí,No,No,Sí,No,No,05,1403900013088,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5788,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,5,Jefe del hogar,Jefe del hogar,observado,62.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",2,Sí,No,Sí,Sí,Sí,No,Sí,05,1403900013088,,,0.023138706728202365,0.2040560005545138,0.28130845770372165,0.07404332500854614,0.1945992750727879,0.20263459102062656,0.02021964391160166,,27.939455749631584
5789,1,Jefe del hogar,Jefe del hogar,observado,41.0,Hombres,Unión libre,4,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,Sí,No,05,1403900013942,,,0.008932685299960576,0.07052208622998068,0.4349622865993226,0.067413654547245,0.2540686970994929,0.15695970205702658,0.007140888166971577,,26.88303089914769
5789,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,1,Jefe del hogar,Jefe del hogar,observado,51.0,Hombres,Casado,5,Propia,"$10,001 y $15,000",1,Sí,No,No,Sí,Sí,No,Sí,05,1403900010454,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5790,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,2,Jefe del hogar,Jefe del hogar,observado,57.0,Hombres,Casado,4,Prestada,No quiso responder,1,Sí,Sí,No,Sí,Sí,No,No,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5791,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,1,Jefe del hogar,Jefe del hogar,observado,54.0,Hombres,Casado,7,Propia,"$7,001 y $10,000",1,Sí,No,Sí,Sí,Sí,No,No,05,1403900013798,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5792,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,6,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,7,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,1,Jefe del hogar,Jefe del hogar,observado,76.0,Hombres,Casado,2,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900014423,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5793,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,1,Jefe del hogar,Jefe del hogar,observado,48.0,Mujeres,Soltero,4,Hipotecada,No quiso responder,0,No,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900014404,,,0.006528088431266159,0.11822590918893452,0.24067204135026898,0.05344169532973648,0.1296174047255201,0.4412131220743238,0.010301738899950017,,37.26863267443696
5794,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,1,Jefe del hogar,Jefe del hogar,observado,83.0,Hombres,Viudo,6,Propia,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,No,No,05,1403900013798,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5795,2,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,2,Jefe del hogar,Jefe del hogar,observado,29.0,Hombres,Unión libre,4,Rentada,No sabe,0,Sí,No,Sí,No,Sí,Sí,No,05,1403900010469,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5796,3,Jefe del hogar,Jefe del hogar,observado,45.0,Hombres,Unión libre,4,Rentada,No sabe,0,Sí,No,Sí,No,Sí,Sí,No,05,1403900010469,,,0.03321274008002715,0.07206682301314635,0.39730960652187863,0.07285109478637405,0.32064774118713424,0.09738926001527405,0.006522734396165543,,24.577770927252892
5797,1,Jefe del hogar,Jefe del hogar,observado,70.0,Hombres,Casado,3,Hipotecada,No quiso responder,0,No,No,Sí,No,Sí,No,No,05,1403900014442,,,0.04899137503083261,0.34182321410527955,0.21678318803171287,0.05129411656752395,0.2236911310457034,0.11198357226086308,0.005433402958084574,,21.950447973844064
5797,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,1,Jefe del hogar,Jefe del hogar,observado,73.0,Hombres,Viudo,1,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900014423,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5799,1,Jefe del hogar,Jefe del hogar,observado,59.0,Mujeres,Viudo,5,Rentada,No quiso responder,1,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5799,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,1,Jefe del hogar,Jefe del hogar,observado,63.0,Mujeres,Viudo,4,Propia,"$7,001 y $10,000",1,Sí,No,Sí,Sí,Sí,No,Sí,05,140390001286A,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5800,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,1,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Casado,3,Propia,No quiso responder,1,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900014423,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5801,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,1,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,3,Jefe del hogar,Jefe del hogar,observado,30.0,Hombres,Casado,5,Rentada,No quiso responder,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900013618,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5803,1,Jefe del hogar,Jefe del hogar,observado,83.0,Hombres,Divorciado,2,Rentada,No quiso responder,1,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5803,2,Jefe del hogar,Jefe del hogar,observado,20.0,Hombres,Casado,2,Rentada,No quiso responder,1,Sí,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900013088,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5804,1,Jefe del hogar,Jefe del hogar,observado,52.0,Hombres,Unión libre,4,Rentada,"$10,001 y $15,000",1,Sí,Sí,No,No,Sí,Sí,No,05,1403900013088,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5804,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,1,Jefe del hogar,Jefe del hogar,observado,28.0,Mujeres,Casado,3,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,No,05,1403900014404,,,0.008708060808251749,0.13675759383829508,0.34057183574153516,0.06790017633538399,0.3744849226315177,0.06541759704314706,0.006159813601869217,,23.690645924038247
5805,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,1,Jefe del hogar,Jefe del hogar,observado,45.0,Hombres,Separado,5,Rentada,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,Sí,05,1403900014423,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5806,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,1,Jefe del hogar,Jefe del hogar,observado,39.0,Hombres,Casado,4,Propia,"$15,001 y $25,000",1,Sí,No,Sí,Sí,Sí,No,Sí,05,140390001286A,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5807,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,1,Jefe del hogar,Jefe del hogar,observado,66.0,Mujeres,Separado,4,Propia,"$15,001 y $25,000",0,Sí,No,Sí,Sí,Sí,No,Sí,05,1403900010454,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5808,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,1,Jefe del hogar,Jefe del hogar,observado,41.0,Mujeres,Soltero,3,Hipotecada,No quiso responder,1,No,Sí,Sí,Sí,Sí,Sí,Sí,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5809,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,1,Jefe del hogar,Jefe del hogar,observado,60.0,Hombres,Casado,7,Propia,"$3,001 y $7,000",0,Sí,Sí,Sí,Sí,Sí,Sí,No,05,1403900013798,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5810,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,6,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,7,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,1,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Casado,4,Rentada,No quiso responder,0,Sí,No,No,No,Sí,Sí,No,05,1403900014442,,,0.006897345097177205,0.04863042686438964,0.2089984365356366,0.0636423351727897,0.5287068701665495,0.13707842860715805,0.006046157556299314,,28.63731643672851
5811,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,1,Hijo,Jefe del hogar,artificial_mayor_edad,67.0,Mujeres,Casado,5,Propia,"$15,001 y $25,000",1,Sí,No,Sí,No,No,No,No,05,1403900013798,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5812,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,1,Jefe del hogar,Jefe del hogar,observado,82.0,Hombres,Casado,3,Propia,No quiso responder,1,Sí,Sí,No,No,Sí,No,No,05,1403900014404,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5813,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,1,Jefe del hogar,Jefe del hogar,observado,69.0,Mujeres,Viudo,4,Propia,No quiso responder,2,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900014423,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5814,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Casado,3,Propia,"$7,001 y $10,000",1,No,Sí,No,Sí,Sí,No,Sí,05,140390001286A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5815,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,2,Cónyuge,Jefe del hogar,artificial_mayor_edad,56.0,Hombres,Casado,5,Prestada,No sabe,1,Sí,No,No,Sí,Sí,No,No,05,1403900013482,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5816,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,1,Jefe del hogar,Jefe del hogar,observado,33.0,Mujeres,Soltero,2,Rentada,No quiso responder,1,Sí,Sí,No,No,Sí,Sí,Sí,05,1403900013088,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5817,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,1,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,4,Propia,"$7,001 y $10,000",1,No,Sí,No,Sí,Sí,Sí,Sí,05,1403900013891,Normal básica,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
5818,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,4,Jefe del hogar,Jefe del hogar,observado,18.0,Mujeres,Casado,4,Propia,"$7,001 y $10,000",1,No,No,Sí,Sí,Sí,No,No,05,1403900013891,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5819,1,Jefe del hogar,Jefe del hogar,observado,65.0,Mujeres,Viudo,2,Propia,"$7,001 y $10,000",0,No,Sí,No,Sí,Sí,No,Sí,05,140390001286A,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5819,2,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,1,Jefe del hogar,Jefe del hogar,observado,70.0,Mujeres,Separado,5,Propia,No quiso responder,0,Sí,No,Sí,Sí,Sí,Sí,No,05,1403900014404,,,0.07048618338633272,0.4581369598092946,0.2505260706112734,0.0581830720634205,0.10136498890477938,0.05602443438623455,0.005278290838664987,,17.37813753686724
5820,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,5,Jefe del hogar,Jefe del hogar,observado,60.0,Hombres,Casado,5,Propia,No quiso responder,0,Sí,No,Sí,No,Sí,Sí,Sí,05,1403900014404,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5821,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,2,Jefe del hogar,Jefe del hogar,observado,57.0,Hombres,Casado,4,Propia,"$10,001 y $15,000",0,Sí,Sí,Sí,Sí,Sí,Sí,No,05,1403900013891,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5821,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,1,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Soltero,1,Rentada,No quiso responder,0,No,No,Sí,No,Sí,Sí,No,05,1403900014442,,,0.007424181449733765,0.058612695600891496,0.29499762369387844,0.05602919914246004,0.4055740081567773,0.17142731857663165,0.005934973379627256,,28.81255121189877
5823,1,Jefe del hogar,Jefe del hogar,observado,68.0,Hombres,Viudo,2,Propia,"$10,001 y $15,000",1,No,No,Sí,Sí,Sí,Sí,No,05,1403900014423,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
5823,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,1,Jefe del hogar,Jefe del hogar,observado,57.0,Mujeres,Separado,3,Propia,"$10,001 y $15,000",0,Sí,Sí,No,Sí,Sí,Sí,Sí,05,1403900010473,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
5824,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,3,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,3,Propia,"$10,001 y $15,000",0,Sí,No,Sí,No,Sí,No,No,05,1403900010473,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
5825,1,Jefe del hogar,Jefe del hogar,observado,76.0,Hombres,Casado,2,Propia,"$15,001 y $25,000",1,Sí,Sí,No,Sí,Sí,No,No,05,1403900014404,Maestría o doctorado,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,85.0
5825,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,1,Jefe del hogar,Jefe del hogar,observado,56.0,Hombres,Casado,3,Propia,"$7,001 y $10,000",0,No,No,Sí,No,Sí,No,Sí,05,1403900010454,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
5826,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
