Folio Vivienda,Folio Habitante,Fecha,Municipio,AGEB,Centralidad,¿Salió de su casa ayer?,¿Cuál es la razón por la que NO realizó algún viaje?,Viajes contados,Día de la semana que realizó los viajes:,Parentesco,Sexo de nacimiento,Género con el que se identifica:,Grupo de Edad,Edad,Estado civil,Escolaridad,Durante la semana pasada trabajó:,Ocupación:,Giro de la empresa donde trabaja:,¿Tiene alguna discapacidad?,¿Qué tipo de discapacidad?,¿Requiere acompañamiento en sus viajes?,¿Por qué razón requiere acompañamiento en sus viajes?,¿De quien recibe apoyo para realizar los viajes?,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | A PIE,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | CAMIÓN O AUTOBÚS,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | AUTOMÓVIL PARTICULAR,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | TREN LIGERO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MI MACRO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MOTOCICLETA,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi plataforma (Uber/Didi),¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 1 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 2 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 3 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mototaxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte de personal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Servicio suburbano,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte informal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar particular,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi colectivo,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mi Bici,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Bicicleta,¿Cuáles son los principales destinos de los viajes en fin de semana? | Trabajar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Estudiar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (comida),"¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (bienes, productos y servicios)",¿Cuáles son los principales destinos de los viajes en fin de semana? | Visitar a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Deportes o recreación,¿Cuáles son los principales destinos de los viajes en fin de semana? | Llevar o recoger a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Hacer un trámite,¿Cuáles son los principales destinos de los viajes en fin de semana? | Al médico o atención de salud,¿Cuáles son los principales destinos de los viajes en fin de semana? | Pagar algún servicio o al banco,¿Cuáles son los principales destinos de los viajes en fin de semana? | Guardería,¿Cuáles son los principales destinos de los viajes en fin de semana? | Regresar a Casa,¿Cuáles son los principales destinos de los viajes en fin de semana? | Religión,Ponderador
6933,3,2-Mar-23,Zapopan,1412000015942,69B,Sí,,4,Miércoles,Hijo,Hombres,Hombres,6-11,11,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6933,4,2-Mar-23,Zapopan,1412000015942,69B,Sí,,2,Miércoles,Hijo,Hombres,Hombres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6934,1,2-Mar-23,Zapopan,1412000012350,69B,Sí,,2,Miércoles,Otro parentesco,Mujeres,Mujeres,55 y +,78,Viudo,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,88
6934,2,2-Mar-23,Zapopan,1412000012350,69B,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,43,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Gobierno/sector público,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6934,3,2-Mar-23,Zapopan,1412000012350,69B,No,Actividades pendientes en casa,0,,Cónyuge,Mujeres,Mujeres,35-54,41,Casado,Carrera técnica con preparatoria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,88
6934,4,2-Mar-23,Zapopan,1412000012350,69B,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,24,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,88
6935,1,2-Mar-23,Zapopan,141200001116A,69B,Sí,,6,Miércoles,Cónyuge,Hombres,Hombres,55 y +,57,Casado,Licenciatura o profesional,Tiempo completo,Trabajador independiente,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,88
6935,2,2-Mar-23,Zapopan,141200001116A,69B,Sí,,6,Miércoles,Jefe del hogar,Mujeres,Mujeres,55 y +,56,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,No,88
6935,3,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,18-34,31,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,88
6935,4,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,18-34,29,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Industria,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,88
6935,5,2-Mar-23,Zapopan,141200001116A,69B,Sí,,4,Miércoles,Hijo,Mujeres,Mujeres,18-34,25,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,88
6936,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,76,Casado,Maestría o doctorado,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6936,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,70,Casado,Licenciatura o profesional,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,No,88
6936,3,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Nieto,Hombres,Hombres,18-34,19,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6937,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,54,Casado,Maestría o doctorado,Tiempo completo,Empleado,,,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,No,88
6937,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,4,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,51,Casado,Maestría o doctorado,No trabajo,Hogar,,,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6938,1,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,41,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6938,2,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,38,Casado,,Tiempo completo,Empleado,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6938,3,2-Mar-23,Zapopan,1412000011193,69B,Sí,,6,Miércoles,Hijo,Hombres,Hombres,18-34,21,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6939,1,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Jefe del hogar,Mujeres,Mujeres,35-54,47,Divorciado,,Tiempo completo,Empleado,,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,88
6939,2,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,18-34,25,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,88
6940,1,2-Mar-23,Zapopan,141200001116A,69B,Sí,,4,Miércoles,Nieto,Hombres,Hombres,18-34,23,Soltero,,Es estudiante,Estudiante,,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6940,2,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,73,Viudo,,,,,,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,88
6940,3,2-Mar-23,Zapopan,141200001116A,69B,Sí,,4,Miércoles,Nieto,Hombres,Hombres,18-34,24,Soltero,,Es estudiante,Estudiante,,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6940,4,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Lunes,Otro parentesco,Mujeres,Mujeres,35-54,54,Separado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6941,1,2-Mar-23,Zapopan,1412000015942,69B,No,Actividades pendientes en casa,0,,Jefe del hogar,Mujeres,Mujeres,35-54,51,Divorciado,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,88
6941,2,2-Mar-23,Zapopan,1412000015942,69B,No,Descanso o periodo vacacional,0,,Hijo,Hombres,Hombres,18-34,27,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,88
6941,3,2-Mar-23,Zapopan,1412000015942,69B,Sí,,4,Miércoles,Otro parentesco,Mujeres,Mujeres,18-34,23,Soltero,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,88
6942,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,54,Casado,Licenciatura o profesional,Tiempo completo,Patrón o empresario,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6942,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,41,Casado,Licenciatura o profesional,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,88
6942,3,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Hijo,Hombres,Hombres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,161
6943,1,2-Mar-23,Zapopan,1412000012914,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,18-34,30,Unión libre,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,88
6943,2,2-Mar-23,Zapopan,1412000012914,69B,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,36,Unión libre,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,88
6944,1,2-Mar-23,Zapopan,1412000011210,69B,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,46,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6944,2,2-Mar-23,Zapopan,1412000011210,69B,Sí,,6,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,44,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6944,3,2-Mar-23,Zapopan,1412000011210,69B,Sí,,4,Miércoles,Hijo,Mujeres,Mujeres,18-34,21,Soltero,,,,,,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,88
6945,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Jefe del hogar,Mujeres,Mujeres,55 y +,59,Divorciado,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,88
6945,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,31,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,88
6946,1,2-Mar-23,Zapopan,1412000011193,69B,Sí,,3,Miércoles,Jefe del hogar,Mujeres,Mujeres,35-54,43,Soltero,Secundaria,Tiempo completo,Persona trabajadora del hogar,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6946,2,2-Mar-23,Zapopan,1412000011193,69B,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,21,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6946,3,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6947,1,2-Mar-23,Zapopan,1412000012948,69B,Sí,,2,Miércoles,Jefe del hogar,Mujeres,Mujeres,18-34,28,Unión libre,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,88
6947,2,2-Mar-23,Zapopan,1412000012948,69B,Sí,,6,Miércoles,Otro parentesco,Hombres,Hombres,18-34,30,Unión libre,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,88
6947,3,2-Mar-23,Zapopan,1412000012948,69B,Sí,,4,Miércoles,Otro parentesco,Hombres,Hombres,18-34,28,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6947,4,2-Mar-23,Zapopan,1412000012948,69B,Sí,,4,Miércoles,Otro parentesco,Mujeres,Mujeres,18-34,23,Soltero,Preparatoria o bachillerato,Tiempo completo,Persona trabajadora del hogar,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,Sí,No,88
6947,5,2-Mar-23,Zapopan,1412000012948,69B,Sí,,4,Miércoles,Otro parentesco,Hombres,Hombres,18-34,26,Soltero,Preparatoria o bachillerato,Tiempo completo,Persona trabajadora del hogar,Servicio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6948,1,2-Mar-23,Zapopan,1412000012914,69B,Sí,,3,Miércoles,Jefe del hogar,Hombres,Hombres,18-34,25,Unión libre,,Es estudiante,Estudiante,,,,,,,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6948,2,2-Mar-23,Zapopan,1412000012914,69B,Sí,,3,Miércoles,Cónyuge,Mujeres,Mujeres,18-34,23,Unión libre,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,88
6949,1,2-Mar-23,Zapopan,1412000011210,69B,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,68,Soltero,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6949,2,2-Mar-23,Zapopan,1412000011210,69B,Sí,,4,Miércoles,Hijo,Hombres,Hombres,35-54,36,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6949,3,2-Mar-23,Zapopan,1412000011210,69B,Sí,,4,Miércoles,Otro parentesco,Mujeres,Mujeres,35-54,39,Soltero,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,88
6950,1,2-Mar-23,Zapopan,1412000012350,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,66,Viudo,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,160
6951,1,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,76,Viudo,Maestría o doctorado,Es jubilado o pensionado,,,Sí,Física o motora,Sí,Edad avanzada,Hija,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,88
6951,2,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,35-54,43,Soltero,Preparatoria o bachillerato,No trabajo,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,88
6951,3,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Jueves,Hijo,Hombres,Hombres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,88
6952,1,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,28,Soltero,Licenciatura o profesional,,,,,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,88
6952,2,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Jefe del hogar,Mujeres,Mujeres,55 y +,56,Separado,,Tiempo completo,Empleado,,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6952,3,2-Mar-23,Zapopan,141200001116A,69B,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,18-34,23,Soltero,,Tiempo completo,Empleado,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,88
6953,1,2-Mar-23,Zapopan,1412000015942,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,73,Divorciado,Licenciatura o profesional,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,88
6953,2,2-Mar-23,Zapopan,1412000015942,69B,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,29,Soltero,Licenciatura o profesional,Tiempo completo,Trabajador independiente,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,88
6954,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,82,Casado,Licenciatura o profesional,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,88
6954,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,4,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,69,Casado,Carrera técnica con preparatoria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,88
6955,1,2-Mar-23,Zapopan,1412000012350,69B,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,62,Viudo,Licenciatura o profesional,"Tenía trabajo, pero no trabajó",Trabajador independiente,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,88
6956,1,2-Mar-23,Zapopan,141200001290A,69B,Sí,,4,Miércoles,Jefe del hogar,Mujeres,Mujeres,55 y +,57,Viudo,Maestría o doctorado,Tiempo completo,Empleado,,,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6956,2,2-Mar-23,Zapopan,141200001290A,69B,Sí,,4,Miércoles,Hijo,Mujeres,Mujeres,35-54,39,Soltero,Maestría o doctorado,Tiempo completo,Empleado,,,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,88
6957,1,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Compañero,Hombres,Hombres,18-34,20,Soltero,,,,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
6957,2,2-Mar-23,Zapopan,1412000011193,69B,Sí,,2,Miércoles,Compañero,Hombres,Hombres,18-34,21,Soltero,,,,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,88
